# x_m,y_m,w_tr_right_m,w_tr_left_m
180.5286,314.7291,0.8380,0.8380
180.5286,314.7936,0.8380,0.8380
180.5286,314.8580,0.8380,0.8380
180.5286,314.9225,0.8380,0.8380
180.5286,314.9870,0.8077,0.8077
180.5286,315.0514,0.7789,0.7789
180.5286,315.1159,0.7545,0.7545
180.5931,315.1803,0.7973,0.7973
180.5931,315.2448,0.7842,0.7842
180.5931,315.3093,0.7762,0.7762
180.5931,315.3737,0.7735,0.7735
180.5931,315.4382,0.7735,0.7735
180.5931,315.5026,0.7735,0.7735
180.5931,315.5671,0.7735,0.7735
180.5931,315.6316,0.7735,0.7735
180.5931,315.6960,0.7735,0.7735
180.5931,315.7605,0.7735,0.7735
180.5931,315.8249,0.7735,0.7735
180.5931,315.8894,0.7735,0.7735
180.5931,315.9539,0.7735,0.7735
180.5931,316.0183,0.7735,0.7735
180.5931,316.0828,0.7735,0.7735
180.5931,316.1472,0.7735,0.7735
180.5931,316.2117,0.7735,0.7735
180.5931,316.2762,0.7735,0.7735
180.5931,316.3406,0.7735,0.7735
180.5931,316.4051,0.7735,0.7735
180.5931,316.4695,0.7735,0.7735
180.6576,316.5340,0.8380,0.8380
180.6576,316.5985,0.8380,0.8380
180.6576,316.6629,0.8380,0.8380
180.6576,316.7274,0.8380,0.8380
180.6576,316.7918,0.8380,0.8380
180.6576,316.8563,0.8380,0.8380
180.6576,316.9208,0.8380,0.8380
180.6576,316.9852,0.8380,0.8380
180.6576,317.0497,0.8380,0.8380
180.6576,317.1141,0.8380,0.8380
180.7220,317.1786,0.8380,0.8380
180.7220,317.2431,0.8380,0.8380
180.7220,317.3075,0.8380,0.8380
180.7220,317.3720,0.8380,0.8380
180.7220,317.4364,0.8380,0.8380
180.7220,317.5009,0.8380,0.8380
180.7220,317.5654,0.8380,0.8380
180.7220,317.6298,0.8380,0.8380
180.7220,317.6943,0.8154,0.8154
180.7220,317.7587,0.7973,0.7973
180.7220,317.8232,0.7842,0.7842
180.7220,317.8877,0.7762,0.7762
180.7220,317.9521,0.7735,0.7735
180.7220,318.0166,0.7735,0.7735
180.7220,318.0810,0.7735,0.7735
180.7220,318.1455,0.7735,0.7735
180.7220,318.2100,0.7735,0.7735
180.7220,318.2744,0.7735,0.7735
180.7220,318.3389,0.7735,0.7735
180.7220,318.4033,0.7735,0.7735
180.7865,318.4678,0.8380,0.8380
180.7865,318.5323,0.8380,0.8380
180.7865,318.5967,0.8380,0.8380
180.7865,318.6612,0.8380,0.8380
180.7865,318.7256,0.8380,0.8380
180.7865,318.7901,0.8380,0.8380
180.7865,318.8546,0.8380,0.8380
180.7865,318.9190,0.8380,0.8380
180.7865,318.9835,0.8380,0.8380
180.7865,319.0479,0.8380,0.8380
180.7865,319.1124,0.8380,0.8380
180.7865,319.1769,0.8380,0.8380
180.7865,319.2413,0.8380,0.8380
180.7865,319.3058,0.8380,0.8380
180.7865,319.3702,0.8380,0.8380
180.7865,319.4347,0.8380,0.8380
180.7865,319.4992,0.8380,0.8380
180.7865,319.5636,0.8380,0.8380
180.7865,319.6281,0.8380,0.8380
180.7865,319.6925,0.8380,0.8380
180.7865,319.7570,0.8380,0.8380
180.7865,319.8215,0.8380,0.8380
180.7865,319.8859,0.8380,0.8380
180.7865,319.9504,0.8380,0.8380
180.7865,320.0148,0.8380,0.8380
180.7865,320.0793,0.8380,0.8380
180.7865,320.1438,0.8380,0.8380
180.7865,320.2082,0.8380,0.8380
180.8509,320.2727,0.8380,0.8380
180.8509,320.3371,0.8380,0.8380
180.8509,320.4016,0.8380,0.8380
180.8509,320.4661,0.8380,0.8380
180.8509,320.5305,0.8380,0.8380
180.8509,320.5950,0.8380,0.8380
180.8509,320.6594,0.8380,0.8380
180.8509,320.7239,0.8380,0.8380
180.8509,320.7884,0.8154,0.8154
180.8509,320.8528,0.7973,0.7973
180.8509,320.9173,0.7842,0.7842
180.8509,320.9817,0.7762,0.7762
180.8509,321.0462,0.7735,0.7735
180.8509,321.1107,0.7735,0.7735
180.8509,321.1751,0.7735,0.7735
180.8509,321.2396,0.7735,0.7735
180.8509,321.3040,0.7735,0.7735
180.8509,321.3685,0.7735,0.7735
180.8509,321.4330,0.7735,0.7735
180.8509,321.4974,0.7735,0.7735
180.8509,321.5619,0.7735,0.7735
180.8509,321.6263,0.7735,0.7735
180.8509,321.6908,0.7735,0.7735
180.8509,321.7553,0.7735,0.7735
180.8509,321.8197,0.7735,0.7735
180.8509,321.8842,0.7735,0.7735
180.8509,321.9486,0.7735,0.7735
180.8509,322.0131,0.7735,0.7735
180.8509,322.0776,0.7735,0.7735
180.9154,322.1420,0.7735,0.7735
180.9154,322.2065,0.7762,0.7762
180.9154,322.2709,0.7842,0.7842
180.9154,322.3354,0.7973,0.7973
180.9154,322.3999,0.8154,0.8154
180.9154,322.4643,0.8077,0.8077
180.9154,322.5288,0.7789,0.7789
180.9154,322.5932,0.7545,0.7545
180.9154,322.6577,0.7350,0.7350
180.9154,322.7222,0.7207,0.7207
180.9154,322.7866,0.7120,0.7120
180.9799,322.8511,0.7735,0.7735
181.0443,322.9155,0.8154,0.8154
181.0443,322.9800,0.8380,0.8380
181.0443,323.0445,0.8380,0.8380
181.0443,323.1089,0.8380,0.8380
181.0443,323.1734,0.8380,0.8380
181.0443,323.2378,0.8077,0.8077
181.0443,323.3023,0.7789,0.7789
181.0443,323.3668,0.7545,0.7545
181.1088,323.4312,0.7973,0.7973
181.1088,323.4957,0.7842,0.7842
181.1088,323.5601,0.7762,0.7762
181.1088,323.6246,0.7735,0.7735
181.1732,323.6891,0.8380,0.8380
181.1732,323.7535,0.8380,0.8380
181.2377,323.8180,0.9024,0.9024
181.2377,323.8824,0.9024,0.9024
181.2377,323.9469,0.8955,0.8955
181.2377,324.0114,0.8648,0.8648
181.2377,324.0758,0.8380,0.8380
181.3022,324.1403,0.8768,0.8768
181.3666,324.2047,0.9229,0.9229
181.3666,324.2692,0.9116,0.9116
181.3666,324.3337,0.9047,0.9047
181.3666,324.3981,0.9024,0.9024
181.4311,324.4626,0.9386,0.9386
181.4311,324.5270,0.9229,0.9229
181.4955,324.5915,0.9229,0.9229
181.5600,324.6560,0.8955,0.8955
181.5600,324.7204,0.9116,0.9116
181.5600,324.7849,0.9229,0.9229
181.5600,324.8493,0.8978,0.8978
181.6245,324.9138,0.8978,0.8978
181.6889,324.9783,0.8648,0.8648
181.6889,325.0427,0.8955,0.8955
181.6889,325.1072,0.8978,0.8978
181.7534,325.1716,0.8600,0.8600
181.7534,325.2361,0.8672,0.8672
181.8178,325.3006,0.8380,0.8380
181.8823,325.3650,0.8077,0.8077
181.8823,325.4295,0.8405,0.8405
181.8823,325.4939,0.8380,0.8380
181.8823,325.5584,0.8154,0.8154
181.9468,325.6229,0.8405,0.8405
182.0112,325.6873,0.8405,0.8405
182.0112,325.7518,0.8380,0.8380
182.0112,325.8162,0.8154,0.8154
182.0757,325.8807,0.8405,0.8405
182.1401,325.9452,0.8405,0.8405
182.1401,326.0096,0.8380,0.8380
182.2046,326.0741,0.8672,0.8672
182.2691,326.1385,0.8672,0.8672
182.2691,326.2030,0.8255,0.8255
182.3335,326.2675,0.8405,0.8405
182.3980,326.3319,0.8648,0.8648
182.3980,326.3964,0.8380,0.8380
182.4624,326.4608,0.8768,0.8768
182.5269,326.5253,0.8768,0.8768
182.5269,326.5898,0.8648,0.8648
182.5269,326.6542,0.8380,0.8380
182.5914,326.7187,0.8768,0.8768
182.6558,326.7831,0.8955,0.8955
182.7203,326.8476,0.9229,0.9229
182.7847,326.9121,0.9229,0.9229
182.8492,326.9765,0.8955,0.8955
182.8492,327.0410,0.9161,0.9161
182.8492,327.1054,0.8768,0.8768
182.9137,327.1699,0.8955,0.8955
182.9781,327.2344,0.9229,0.9229
182.9781,327.2988,0.8978,0.8978
183.0426,327.3633,0.9297,0.9297
183.1070,327.4277,0.9297,0.9297
183.1070,327.4922,0.9229,0.9229
183.1070,327.5567,0.8978,0.8978
183.1715,327.6211,0.9297,0.9297
183.2360,327.6856,0.9517,0.9517
183.2360,327.7500,0.9229,0.9229
183.3004,327.8145,0.9583,0.9583
183.3649,327.8790,0.9583,0.9583
183.3649,327.9434,0.9517,0.9517
183.3649,328.0079,0.9229,0.9229
183.4293,328.0723,0.9583,0.9583
183.4938,328.1368,0.9669,0.9669
183.4938,328.2013,0.9517,0.9517
183.4938,328.2657,0.9229,0.9229
183.5583,328.3302,0.9583,0.9583
183.6227,328.3946,0.9839,0.9839
183.6872,328.4591,0.9839,0.9839
183.7516,328.5236,0.9583,0.9583
183.7516,328.5880,0.9818,0.9818
183.7516,328.6525,0.9583,0.9583
183.8161,328.7169,0.9669,0.9669
183.8806,328.7814,0.9583,0.9583
183.8806,328.8459,0.9517,0.9517
183.9450,328.9103,0.9517,0.9517
184.0095,328.9748,0.9297,0.9297
184.0095,329.0392,0.9583,0.9583
184.0739,329.1037,0.9229,0.9229
184.1384,329.1682,0.8955,0.8955
184.1384,329.2326,0.9116,0.9116
184.1384,329.2971,0.8768,0.8768
184.2029,329.3615,0.8768,0.8768
184.2673,329.4260,0.8380,0.8380
184.2673,329.4905,0.8648,0.8648
184.2673,329.5549,0.8768,0.8768
184.2673,329.6194,0.8405,0.8405
184.2673,329.6838,0.8077,0.8077
184.3318,329.7483,0.8380,0.8380
184.3962,329.8128,0.8380,0.8380
184.3962,329.8772,0.8600,0.8600
184.3962,329.9417,0.8478,0.8478
184.3962,330.0061,0.8405,0.8405
184.3962,330.0706,0.8077,0.8077
184.3962,330.1351,0.7789,0.7789
184.3962,330.1995,0.7545,0.7545
184.4607,330.2640,0.7973,0.7973
184.5252,330.3284,0.8478,0.8478
184.5252,330.3929,0.8405,0.8405
184.5252,330.4574,0.8380,0.8380
184.5252,330.5218,0.8380,0.8380
184.5252,330.5863,0.8380,0.8380
184.5896,330.6507,0.8768,0.8768
184.5896,330.7152,0.8648,0.8648
184.5896,330.7797,0.8380,0.8380
184.5896,330.8441,0.8154,0.8154
184.5896,330.9086,0.7973,0.7973
184.5896,330.9730,0.7842,0.7842
184.6541,331.0375,0.8405,0.8405
184.6541,331.1020,0.8380,0.8380
184.7185,331.1664,0.8478,0.8478
184.7185,331.2309,0.8600,0.8600
184.7185,331.2953,0.8768,0.8768
184.7185,331.3598,0.8648,0.8648
184.7185,331.4243,0.8380,0.8380
184.7185,331.4887,0.8154,0.8154
184.7185,331.5532,0.7973,0.7973
184.7185,331.6176,0.7842,0.7842
184.7185,331.6821,0.7762,0.7762
184.7185,331.7466,0.7735,0.7735
184.7830,331.8110,0.8380,0.8380
184.8475,331.8755,0.8600,0.8600
184.8475,331.9399,0.8768,0.8768
184.8475,332.0044,0.8978,0.8978
184.8475,332.0689,0.9024,0.9024
184.8475,332.1333,0.9024,0.9024
184.8475,332.1978,0.8955,0.8955
184.8475,332.2622,0.8648,0.8648
184.8475,332.3267,0.8380,0.8380
184.8475,332.3912,0.8154,0.8154
184.8475,332.4556,0.7973,0.7973
184.9119,332.5201,0.8478,0.8478
184.9119,332.5845,0.8405,0.8405
184.9119,332.6490,0.8380,0.8380
184.9119,332.7135,0.8380,0.8380
184.9119,332.7779,0.8380,0.8380
184.9119,332.8424,0.8380,0.8380
184.9764,332.9068,0.8978,0.8978
184.9764,332.9713,0.9024,0.9024
184.9764,333.0358,0.9024,0.9024
184.9764,333.1002,0.9024,0.9024
184.9764,333.1647,0.9024,0.9024
184.9764,333.2291,0.8955,0.8955
184.9764,333.2936,0.8648,0.8648
184.9764,333.3581,0.8380,0.8380
185.0408,333.4225,0.8768,0.8768
185.0408,333.4870,0.8600,0.8600
185.0408,333.5514,0.8478,0.8478
185.0408,333.6159,0.8405,0.8405
185.1053,333.6804,0.8405,0.8405
185.1053,333.7448,0.8478,0.8478
185.1053,333.8093,0.8600,0.8600
185.1053,333.8737,0.8768,0.8768
185.1053,333.9382,0.8978,0.8978
185.1053,334.0027,0.8955,0.8955
185.1053,334.0671,0.8648,0.8648
185.1053,334.1316,0.8380,0.8380
185.1053,334.1960,0.8154,0.8154
185.1053,334.2605,0.7973,0.7973
185.1053,334.3250,0.7842,0.7842
185.1053,334.3894,0.7762,0.7762
185.1698,334.4539,0.8380,0.8380
185.1698,334.5183,0.8380,0.8380
185.1698,334.5828,0.8380,0.8380
185.1698,334.6473,0.8380,0.8380
185.1698,334.7117,0.8380,0.8380
185.1698,334.7762,0.8380,0.8380
185.1698,334.8406,0.8380,0.8380
185.1698,334.9051,0.8380,0.8380
185.1698,334.9696,0.8380,0.8380
185.1698,335.0340,0.8380,0.8380
185.1698,335.0985,0.8380,0.8380
185.1698,335.1629,0.8380,0.8380
185.1698,335.2274,0.8380,0.8380
185.1698,335.2919,0.8380,0.8380
185.2342,335.3563,0.9024,0.9024
185.2342,335.4208,0.9024,0.9024
185.2987,335.4852,0.9024,0.9024
185.2987,335.5497,0.9024,0.9024
185.2987,335.6142,0.9024,0.9024
185.2987,335.6786,0.9024,0.9024
185.2987,335.7431,0.9024,0.9024
185.2987,335.8075,0.8978,0.8978
185.2987,335.8720,0.8768,0.8768
185.2987,335.9365,0.8600,0.8600
185.2987,336.0009,0.8478,0.8478
185.2987,336.0654,0.8405,0.8405
185.2987,336.1298,0.8380,0.8380
185.2987,336.1943,0.8380,0.8380
185.2987,336.2588,0.8380,0.8380
185.2987,336.3232,0.8380,0.8380
185.2987,336.3877,0.8380,0.8380
185.2987,336.4521,0.8380,0.8380
185.2987,336.5166,0.8380,0.8380
185.2987,336.5811,0.8380,0.8380
185.2987,336.6455,0.8380,0.8380
185.3631,336.7100,0.9024,0.9024
185.4276,336.7744,0.9024,0.9024
185.4276,336.8389,0.9024,0.9024
185.4276,336.9034,0.9024,0.9024
185.4276,336.9678,0.9024,0.9024
185.4276,337.0323,0.9024,0.9024
185.4276,337.0967,0.9024,0.9024
185.4276,337.1612,0.9024,0.9024
185.4276,337.2257,0.8978,0.8978
185.4276,337.2901,0.8768,0.8768
185.4276,337.3546,0.8600,0.8600
185.4276,337.4190,0.8478,0.8478
185.4276,337.4835,0.8405,0.8405
185.4276,337.5480,0.8380,0.8380
185.4276,337.6124,0.8380,0.8380
185.4276,337.6769,0.8380,0.8380
185.4276,337.7413,0.8380,0.8380
185.4276,337.8058,0.8380,0.8380
185.4276,337.8703,0.8380,0.8380
185.4276,337.9347,0.8380,0.8380
185.4276,337.9992,0.8380,0.8380
185.4921,338.0636,0.8380,0.8380
185.4921,338.1281,0.8380,0.8380
185.4921,338.1926,0.8380,0.8380
185.4921,338.2570,0.8380,0.8380
185.4921,338.3215,0.8380,0.8380
185.4921,338.3859,0.8380,0.8380
185.4921,338.4504,0.8380,0.8380
185.4921,338.5149,0.8380,0.8380
185.4921,338.5793,0.8154,0.8154
185.4921,338.6438,0.7973,0.7973
185.4921,338.7082,0.7842,0.7842
185.4921,338.7727,0.7762,0.7762
185.4921,338.8372,0.7735,0.7735
185.4921,338.9016,0.7735,0.7735
185.4921,338.9661,0.7735,0.7735
185.4921,339.0305,0.7735,0.7735
185.4921,339.0950,0.7735,0.7735
185.5565,339.1595,0.7842,0.7842
185.5565,339.2239,0.7973,0.7973
185.5565,339.2884,0.8154,0.8154
185.5565,339.3528,0.8380,0.8380
185.5565,339.4173,0.8380,0.8380
185.5565,339.4818,0.8077,0.8077
185.5565,339.5462,0.7789,0.7789
185.5565,339.6107,0.7545,0.7545
185.5565,339.6751,0.7350,0.7350
185.5565,339.7396,0.7207,0.7207
185.6210,339.8041,0.7762,0.7762
185.6210,339.8685,0.7735,0.7735
185.6210,339.9330,0.7735,0.7735
185.6210,339.9974,0.7735,0.7735
185.6210,340.0619,0.7735,0.7735
185.6210,340.1264,0.7735,0.7735
185.6210,340.1908,0.7735,0.7735
185.6210,340.2553,0.7735,0.7735
185.6210,340.3197,0.7735,0.7735
185.6210,340.3842,0.7735,0.7735
185.6210,340.4487,0.7735,0.7735
185.6210,340.5131,0.7735,0.7735
185.6210,340.5776,0.7735,0.7735
185.6210,340.6420,0.7735,0.7735
185.6210,340.7065,0.7735,0.7735
185.6210,340.7710,0.7735,0.7735
185.6210,340.8354,0.7735,0.7735
185.6210,340.8999,0.7735,0.7735
185.6210,340.9643,0.7735,0.7735
185.6210,341.0288,0.7735,0.7735
185.6210,341.0933,0.7735,0.7735
185.6210,341.1577,0.7735,0.7735
185.6210,341.2222,0.7735,0.7735
185.6210,341.2866,0.7735,0.7735
185.6210,341.3511,0.7735,0.7735
185.6210,341.4156,0.7735,0.7735
185.6210,341.4800,0.7735,0.7735
185.6210,341.5445,0.7735,0.7735
185.6210,341.6089,0.7735,0.7735
185.6210,341.6734,0.7735,0.7735
185.6210,341.7379,0.7735,0.7735
185.6210,341.8023,0.7735,0.7735
185.6210,341.8668,0.7735,0.7735
185.6854,341.9312,0.8380,0.8380
185.7499,341.9957,0.8380,0.8380
185.7499,342.0602,0.8380,0.8380
185.7499,342.1246,0.8380,0.8380
185.7499,342.1891,0.8380,0.8380
185.7499,342.2535,0.8380,0.8380
185.7499,342.3180,0.8380,0.8380
185.7499,342.3825,0.8380,0.8380
185.7499,342.4469,0.8380,0.8380
185.7499,342.5114,0.8380,0.8380
185.7499,342.5758,0.8154,0.8154
185.7499,342.6403,0.7973,0.7973
185.7499,342.7048,0.7842,0.7842
185.7499,342.7692,0.7762,0.7762
185.7499,342.8337,0.7735,0.7735
185.7499,342.8981,0.7735,0.7735
185.7499,342.9626,0.7735,0.7735
185.7499,343.0271,0.7735,0.7735
185.7499,343.0915,0.7735,0.7735
185.7499,343.1560,0.7735,0.7735
185.7499,343.2204,0.7735,0.7735
185.7499,343.2849,0.7735,0.7735
185.7499,343.3494,0.7735,0.7735
185.7499,343.4138,0.7735,0.7735
185.7499,343.4783,0.7735,0.7735
185.7499,343.5427,0.7735,0.7735
185.7499,343.6072,0.7735,0.7735
185.7499,343.6717,0.7735,0.7735
185.7499,343.7361,0.7735,0.7735
185.7499,343.8006,0.7735,0.7735
185.7499,343.8650,0.7735,0.7735
185.7499,343.9295,0.7735,0.7735
185.7499,343.9940,0.7735,0.7735
185.7499,344.0584,0.7735,0.7735
185.7499,344.1229,0.7735,0.7735
185.7499,344.1873,0.7735,0.7735
185.8144,344.2518,0.8380,0.8380
185.8788,344.3163,0.8380,0.8380
185.8788,344.3807,0.8380,0.8380
185.8788,344.4452,0.8380,0.8380
185.8788,344.5096,0.8380,0.8380
185.8788,344.5741,0.8380,0.8380
185.8788,344.6386,0.8380,0.8380
185.8788,344.7030,0.8380,0.8380
185.8788,344.7675,0.8154,0.8154
185.8788,344.8319,0.7973,0.7973
185.8788,344.8964,0.7842,0.7842
185.8788,344.9609,0.7762,0.7762
185.8788,345.0253,0.7735,0.7735
185.8788,345.0898,0.7735,0.7735
185.8788,345.1542,0.7735,0.7735
185.8788,345.2187,0.7735,0.7735
185.8788,345.2832,0.7735,0.7735
185.8788,345.3476,0.7735,0.7735
185.8788,345.4121,0.7735,0.7735
185.8788,345.4765,0.7735,0.7735
185.8788,345.5410,0.7735,0.7735
185.8788,345.6055,0.7735,0.7735
185.8788,345.6699,0.7735,0.7735
185.8788,345.7344,0.7735,0.7735
185.8788,345.7988,0.7735,0.7735
185.8788,345.8633,0.7735,0.7735
185.9433,345.9278,0.8380,0.8380
186.0077,345.9922,0.8380,0.8380
186.0077,346.0567,0.8380,0.8380
186.0077,346.1211,0.8380,0.8380
186.0077,346.1856,0.8380,0.8380
186.0077,346.2501,0.8380,0.8380
186.0077,346.3145,0.8380,0.8380
186.0077,346.3790,0.8380,0.8380
186.0077,346.4434,0.8405,0.8405
186.0077,346.5079,0.8380,0.8380
186.0077,346.5724,0.8154,0.8154
186.0077,346.6368,0.7973,0.7973
186.0077,346.7013,0.7842,0.7842
186.0077,346.7657,0.7762,0.7762
186.0077,346.8302,0.7735,0.7735
186.0077,346.8947,0.7735,0.7735
186.0077,346.9591,0.7735,0.7735
186.0077,347.0236,0.7735,0.7735
186.0077,347.0880,0.7735,0.7735
186.0722,347.1525,0.8380,0.8380
186.1367,347.2170,0.8380,0.8380
186.1367,347.2814,0.8380,0.8380
186.1367,347.3459,0.8380,0.8380
186.1367,347.4103,0.8380,0.8380
186.1367,347.4748,0.8405,0.8405
186.1367,347.5393,0.8478,0.8478
186.1367,347.6037,0.8600,0.8600
186.1367,347.6682,0.8380,0.8380
186.1367,347.7326,0.8154,0.8154
186.1367,347.7971,0.7973,0.7973
186.1367,347.8616,0.7842,0.7842
186.1367,347.9260,0.7762,0.7762
186.1367,347.9905,0.7735,0.7735
186.2011,348.0549,0.8380,0.8380
186.2011,348.1194,0.8380,0.8380
186.2656,348.1839,0.8380,0.8380
186.2656,348.2483,0.8405,0.8405
186.2656,348.3128,0.8478,0.8478
186.2656,348.3772,0.8600,0.8600
186.2656,348.4417,0.8380,0.8380
186.2656,348.5062,0.8154,0.8154
186.2656,348.5706,0.7973,0.7973
186.2656,348.6351,0.7842,0.7842
186.3300,348.6995,0.8405,0.8405
186.3300,348.7640,0.8380,0.8380
186.3300,348.8285,0.8380,0.8380
186.3300,348.8929,0.8380,0.8380
186.3945,348.9574,0.8380,0.8380
186.3945,349.0218,0.8405,0.8405
186.3945,349.0863,0.8380,0.8380
186.3945,349.1508,0.8154,0.8154
186.3945,349.2152,0.7973,0.7973
186.3945,349.2797,0.7842,0.7842
186.4590,349.3441,0.8405,0.8405
186.4590,349.4086,0.8380,0.8380
186.4590,349.4731,0.8380,0.8380
186.4590,349.5375,0.8380,0.8380
186.4590,349.6020,0.8380,0.8380
186.4590,349.6664,0.8077,0.8077
186.5234,349.7309,0.8380,0.8380
186.5879,349.7954,0.7762,0.7762
186.5879,349.8598,0.7842,0.7842
186.5879,349.9243,0.7973,0.7973
186.5879,349.9887,0.8154,0.8154
186.5879,350.0532,0.8380,0.8380
186.5879,350.1177,0.8380,0.8380
186.5879,350.1821,0.8077,0.8077
186.5879,350.2466,0.7789,0.7789
186.5879,350.3110,0.7545,0.7545
186.5879,350.3755,0.7350,0.7350
186.6523,350.4400,0.7842,0.7842
186.7168,350.5044,0.7735,0.7735
186.7168,350.5689,0.7762,0.7762
186.7168,350.6333,0.7842,0.7842
186.7168,350.6978,0.7973,0.7973
186.7168,350.7623,0.8154,0.8154
186.7168,350.8267,0.8077,0.8077
186.7168,350.8912,0.7789,0.7789
186.7168,350.9556,0.7545,0.7545
186.7168,351.0201,0.7350,0.7350
186.7168,351.0846,0.7207,0.7207
186.7813,351.1490,0.7762,0.7762
186.8457,351.2135,0.7762,0.7762
186.8457,351.2779,0.7842,0.7842
186.8457,351.3424,0.7973,0.7973
186.8457,351.4069,0.8154,0.8154
186.8457,351.4713,0.8077,0.8077
186.8457,351.5358,0.7789,0.7789
186.8457,351.6002,0.7545,0.7545
186.8457,351.6647,0.7350,0.7350
186.8457,351.7292,0.7207,0.7207
186.9102,351.7936,0.7762,0.7762
186.9746,351.8581,0.7762,0.7762
186.9746,351.9225,0.7842,0.7842
186.9746,351.9870,0.7973,0.7973
186.9746,352.0515,0.8154,0.8154
186.9746,352.1159,0.8077,0.8077
186.9746,352.1804,0.7789,0.7789
186.9746,352.2448,0.7545,0.7545
186.9746,352.3093,0.7350,0.7350
187.0391,352.3738,0.7842,0.7842
187.0391,352.4382,0.7762,0.7762
187.1036,352.5027,0.8380,0.8380
187.1036,352.5671,0.8380,0.8380
187.1036,352.6316,0.8077,0.8077
187.1036,352.6961,0.7789,0.7789
187.1680,352.7605,0.8154,0.8154
187.1680,352.8250,0.7973,0.7973
187.2325,352.8894,0.8380,0.8380
187.2325,352.9539,0.8405,0.8405
187.2325,353.0184,0.8077,0.8077
187.2325,353.0828,0.7789,0.7789
187.2969,353.1473,0.8154,0.8154
187.2969,353.2117,0.7973,0.7973
187.3614,353.2762,0.8478,0.8478
187.3614,353.3407,0.8405,0.8405
187.3614,353.4051,0.8077,0.8077
187.4259,353.4696,0.8380,0.8380
187.4903,353.5340,0.8768,0.8768
187.4903,353.5985,0.8600,0.8600
187.4903,353.6630,0.8478,0.8478
187.5548,353.7274,0.8768,0.8768
187.6192,353.7919,0.8380,0.8380
187.6192,353.8563,0.8648,0.8648
187.6192,353.9208,0.8768,0.8768
187.6192,353.9853,0.8405,0.8405
187.6837,354.0497,0.8648,0.8648
187.6837,354.1142,0.8380,0.8380
187.7482,354.1786,0.8768,0.8768
187.8126,354.2431,0.8768,0.8768
187.8126,354.3076,0.8648,0.8648
187.8126,354.3720,0.8380,0.8380
187.8771,354.4365,0.8768,0.8768
187.9415,354.5009,0.8768,0.8768
187.9415,354.5654,0.8648,0.8648
187.9415,354.6299,0.8380,0.8380
188.0060,354.6943,0.8768,0.8768
188.0705,354.7588,0.8768,0.8768
188.0705,354.8232,0.8648,0.8648
188.0705,354.8877,0.8380,0.8380
188.1349,354.9522,0.8768,0.8768
188.1349,355.0166,0.8405,0.8405
188.1349,355.0811,0.8077,0.8077
188.1994,355.1455,0.8380,0.8380
188.2638,355.2100,0.8380,0.8380
188.2638,355.2745,0.8600,0.8600
188.2638,355.3389,0.8478,0.8478
188.2638,355.4034,0.8405,0.8405
188.3283,355.4678,0.8648,0.8648
188.3283,355.5323,0.8380,0.8380
188.3928,355.5968,0.8768,0.8768
188.4572,355.6612,0.8380,0.8380
188.4572,355.7257,0.8380,0.8380
188.4572,355.7901,0.8380,0.8380
188.5217,355.8546,0.7735,0.7735
188.5861,355.9191,0.7091,0.7091
188.5861,355.9835,0.7091,0.7091
188.5861,356.0480,0.7091,0.7091
188.5861,356.1124,0.7120,0.7120
188.5861,356.1769,0.7207,0.7207
188.5861,356.2414,0.7350,0.7350
188.6506,356.3058,0.6943,0.6943
188.6506,356.3703,0.7207,0.7207
188.6506,356.4347,0.7350,0.7350
188.6506,356.4992,0.6972,0.6972
188.7151,356.5637,0.7207,0.7207
188.7795,356.6281,0.7545,0.7545
188.7795,356.6926,0.7350,0.7350
188.8440,356.7570,0.7517,0.7517
188.9084,356.7570,0.7762,0.7762
188.9729,356.8215,0.7868,0.7868
189.0374,356.8860,0.8077,0.8077
189.1018,356.8860,0.7789,0.7789
189.1663,356.8860,0.7545,0.7545
189.2307,356.9504,0.7973,0.7973
189.2952,357.0149,0.8478,0.8478
189.3597,357.0149,0.8405,0.8405
189.4241,357.0149,0.8380,0.8380
189.4886,357.0793,0.9024,0.9024
189.5530,357.1438,0.9669,0.9669
189.6175,357.2083,1.0314,1.0314
189.6820,357.2083,1.0314,1.0314
189.7464,357.2083,1.0314,1.0314
189.8109,357.2083,1.0314,1.0314
189.8753,357.2083,1.0314,1.0314
189.9398,357.2083,1.0314,1.0314
190.0043,357.2083,1.0314,1.0314
190.0687,357.2083,1.0334,1.0334
190.1332,357.1438,0.9755,0.9755
190.1976,357.1438,0.9860,0.9860
190.2621,357.1438,1.0007,1.0007
190.3266,357.1438,1.0192,1.0192
190.3910,357.1438,1.0414,1.0414
190.4555,357.0793,1.0090,1.0090
190.5199,357.0793,1.0394,1.0394
190.5844,357.0793,1.0728,1.0728
190.6489,357.0149,1.0414,1.0414
190.7133,357.0149,1.0670,1.0670
190.7778,356.9504,1.0394,1.0394
190.8422,356.8860,1.0192,1.0192
190.9067,356.8215,1.0069,1.0069
190.9712,356.7570,1.0028,1.0028
191.0356,356.6926,1.0069,1.0069
191.1001,356.6281,1.0028,1.0028
191.1645,356.5637,0.9818,0.9818
191.2290,356.4992,0.9517,0.9517
191.2935,356.4347,0.9297,0.9297
191.3579,356.3703,0.9161,0.9161
191.4224,356.3058,0.9116,0.9116
191.4868,356.2414,0.9161,0.9161
191.4868,356.1769,0.8768,0.8768
191.5513,356.1124,0.8955,0.8955
191.5513,356.0480,0.8648,0.8648
191.6158,355.9835,0.8978,0.8978
