# x_m,y_m,w_tr_right_m,w_tr_left_m
9.7116,32.6977,1.0597,1.0597
9.7116,32.7647,1.0827,1.0827
9.7116,32.8318,1.0597,1.0597
9.7786,32.8988,1.0597,1.0597
9.7786,32.9658,1.0807,1.0807
9.7786,33.0328,1.0490,1.0490
9.8457,33.0998,1.0597,1.0597
9.8457,33.1669,1.0597,1.0597
9.9127,33.2339,1.0490,1.0490
9.9127,33.3009,1.0807,1.0807
9.9127,33.3679,1.0597,1.0597
9.9797,33.4349,1.0597,1.0597
9.9797,33.5020,1.0807,1.0807
10.0467,33.5690,1.0490,1.0490
10.0467,33.6360,1.0807,1.0807
10.1137,33.7030,1.0490,1.0490
10.1137,33.7700,1.0807,1.0807
10.1137,33.8371,1.0490,1.0490
10.1808,33.9041,1.0807,1.0807
10.1808,33.9711,1.0490,1.0490
10.2478,34.0381,1.0807,1.0807
10.2478,34.1051,1.0490,1.0490
10.3148,34.1722,1.0807,1.0807
10.3818,34.2392,1.0490,1.0490
10.3818,34.3062,1.0807,1.0807
10.4488,34.3732,1.0490,1.0490
10.4488,34.4402,1.0597,1.0597
10.5159,34.5073,1.0597,1.0597
10.5159,34.5743,1.0469,1.0469
10.5829,34.6413,1.0597,1.0597
10.6499,34.7083,1.0597,1.0597
10.6499,34.7753,1.0469,1.0469
10.7169,34.8424,1.0597,1.0597
10.7839,34.9094,1.0807,1.0807
10.8510,34.9764,1.0910,1.0910
10.9180,35.0434,1.0910,1.0910
10.9850,35.1104,1.0910,1.0910
11.0520,35.1775,1.0910,1.0910
11.1190,35.2445,1.0910,1.0910
11.1861,35.3115,1.0910,1.0910
11.2531,35.3785,1.0910,1.0910
11.3201,35.4455,1.0910,1.0910
11.3871,35.5126,1.0807,1.0807
11.4541,35.5796,1.0597,1.0597
11.5212,35.5796,1.0597,1.0597
11.5882,35.6466,1.0807,1.0807
11.6552,35.7136,1.0597,1.0597
11.7222,35.7136,1.0597,1.0597
11.7892,35.7806,1.0807,1.0807
11.8563,35.8477,1.0597,1.0597
11.9233,35.8477,1.0597,1.0597
11.9903,35.9147,1.0807,1.0807
12.0573,35.9147,1.0490,1.0490
12.1243,35.9817,1.0807,1.0807
12.1914,35.9817,1.0490,1.0490
12.2584,36.0487,1.0807,1.0807
12.3254,36.0487,1.0490,1.0490
12.3924,36.1157,1.0807,1.0807
12.4594,36.1157,1.0490,1.0490
12.5265,36.1157,1.0208,1.0208
12.5935,36.1828,1.0597,1.0597
12.6605,36.1828,1.0404,1.0404
12.7275,36.2498,1.0807,1.0807
12.7945,36.2498,1.0490,1.0490
12.8616,36.3168,1.0597,1.0597
12.9286,36.3168,1.0597,1.0597
12.9956,36.3168,1.0404,1.0404
13.0626,36.3838,1.0807,1.0807
13.1296,36.3838,1.0597,1.0597
13.1967,36.4508,1.0597,1.0597
13.2637,36.4508,1.0807,1.0807
13.3307,36.4508,1.0490,1.0490
13.3977,36.5179,1.0597,1.0597
13.4647,36.5179,1.0597,1.0597
13.5318,36.5849,1.0490,1.0490
13.5988,36.5849,1.0807,1.0807
13.6658,36.5849,1.0597,1.0597
13.7328,36.6519,1.0597,1.0597
13.7998,36.6519,1.0807,1.0807
13.8669,36.6519,1.0490,1.0490
13.9339,36.7189,1.0807,1.0807
14.0009,36.7189,1.0597,1.0597
14.0679,36.7859,1.0597,1.0597
14.1349,36.7859,1.0807,1.0807
14.2020,36.8530,1.0490,1.0490
14.2690,36.8530,1.0807,1.0807
14.3360,36.9200,1.0490,1.0490
14.4030,36.9200,1.0807,1.0807
14.4700,36.9200,1.0490,1.0490
14.5371,36.9870,1.0807,1.0807
14.6041,36.9870,1.0490,1.0490
14.6711,37.0540,1.0807,1.0807
14.7381,37.0540,1.0490,1.0490
14.8051,37.1210,1.0807,1.0807
14.8722,37.1881,1.0490,1.0490
14.9392,37.1881,1.0807,1.0807
15.0062,37.2551,1.0490,1.0490
15.0732,37.2551,1.0597,1.0597
15.1402,37.3221,1.0597,1.0597
15.2073,37.3221,1.0490,1.0490
15.2743,37.3891,1.0807,1.0807
15.3413,37.4561,1.0597,1.0597
15.4083,37.4561,1.0597,1.0597
15.4753,37.5232,1.0807,1.0807
15.5424,37.5902,1.0597,1.0597
15.6094,37.5902,1.0597,1.0597
15.6764,37.6572,1.0807,1.0807
15.7434,37.7242,1.0597,1.0597
15.8104,37.7242,1.0597,1.0597
15.8775,37.7912,1.0807,1.0807
15.9445,37.8583,1.0807,1.0807
16.0115,37.9253,1.0597,1.0597
16.0785,37.9923,1.0469,1.0469
16.1455,37.9923,1.0469,1.0469
16.2126,38.0593,1.0597,1.0597
16.2796,38.1263,1.0807,1.0807
16.3466,38.1934,1.0910,1.0910
16.4136,38.2604,1.0910,1.0910
16.4806,38.3274,1.0910,1.0910
16.5477,38.3944,1.0910,1.0910
16.6147,38.4614,1.0910,1.0910
16.6817,38.5285,1.0807,1.0807
16.7487,38.5955,1.0597,1.0597
16.7487,38.6625,1.0469,1.0469
16.8157,38.7295,1.0597,1.0597
16.8828,38.7965,1.0807,1.0807
16.9498,38.8636,1.0910,1.0910
17.0168,38.9306,1.0807,1.0807
17.0838,38.9976,1.0597,1.0597
17.0838,39.0646,1.0597,1.0597
17.1508,39.1316,1.0807,1.0807
17.2179,39.1987,1.0807,1.0807
17.2849,39.2657,1.0597,1.0597
17.2849,39.3327,1.0469,1.0469
17.3519,39.3997,1.0597,1.0597
17.4189,39.4667,1.0807,1.0807
17.4859,39.5338,1.0597,1.0597
17.4859,39.6008,1.0597,1.0597
17.5530,39.6678,1.0807,1.0807
17.6200,39.7348,1.0597,1.0597
17.6200,39.8018,1.0469,1.0469
17.6870,39.8689,1.0597,1.0597
17.7540,39.9359,1.0807,1.0807
17.8210,40.0029,1.0597,1.0597
17.8210,40.0699,1.0597,1.0597
17.8881,40.1369,1.0807,1.0807
17.9551,40.2040,1.0597,1.0597
17.9551,40.2710,1.0469,1.0469
18.0221,40.3380,1.0597,1.0597
18.0891,40.4050,1.0807,1.0807
18.1561,40.4720,1.0597,1.0597
18.1561,40.5391,1.0597,1.0597
18.2232,40.6061,1.0807,1.0807
18.2902,40.6731,1.0597,1.0597
18.2902,40.7401,1.0469,1.0469
18.3572,40.8071,1.0597,1.0597
18.4242,40.8742,1.0807,1.0807
18.4912,40.9412,1.0597,1.0597
18.4912,41.0082,1.0597,1.0597
18.5583,41.0752,1.0807,1.0807
18.6253,41.1422,1.0597,1.0597
18.6253,41.2093,1.0597,1.0597
18.6923,41.2763,1.0807,1.0807
18.7593,41.3433,1.0807,1.0807
18.8263,41.4103,1.0597,1.0597
18.8263,41.4773,1.0597,1.0597
18.8934,41.5444,1.0807,1.0807
18.9604,41.6114,1.0597,1.0597
18.9604,41.6784,1.0597,1.0597
19.0274,41.7454,1.0807,1.0807
19.0944,41.8124,1.0597,1.0597
19.0944,41.8795,1.0469,1.0469
19.1614,41.9465,1.0597,1.0597
19.2285,42.0135,1.0807,1.0807
19.2955,42.0805,1.0597,1.0597
19.2955,42.1475,1.0597,1.0597
19.3625,42.2146,1.0807,1.0807
19.4295,42.2816,1.0490,1.0490
19.4295,42.3486,1.0807,1.0807
19.4965,42.4156,1.0597,1.0597
19.4965,42.4826,1.0597,1.0597
19.5636,42.5497,1.0807,1.0807
19.6306,42.6167,1.0490,1.0490
19.6306,42.6837,1.0807,1.0807
19.6976,42.7507,1.0597,1.0597
19.6976,42.8177,1.0597,1.0597
19.7646,42.8848,1.0807,1.0807
19.7646,42.9518,1.0490,1.0490
19.8316,43.0188,1.0807,1.0807
19.8316,43.0858,1.0490,1.0490
19.8987,43.1528,1.0807,1.0807
19.8987,43.2199,1.0490,1.0490
19.9657,43.2869,1.0807,1.0807
19.9657,43.3539,1.0490,1.0490
19.9657,43.4209,1.0208,1.0208
20.0327,43.4879,1.0490,1.0490
20.0327,43.5550,1.0208,1.0208
20.0997,43.6220,1.0597,1.0597
20.0997,43.6890,1.0404,1.0404
20.0997,43.7560,1.0208,1.0208
20.0997,43.8230,0.9963,0.9963
20.0997,43.8901,0.9758,0.9758
20.1667,43.9571,1.0252,1.0252
20.1667,44.0241,1.0142,1.0142
20.1667,44.0911,0.9963,0.9963
20.1667,44.1581,0.9758,0.9758
20.1667,44.2252,0.9596,0.9596
20.1667,44.2922,0.9478,0.9478
20.2338,44.3592,1.0075,1.0075
20.2338,44.4262,1.0053,1.0053
20.2338,44.4932,1.0053,1.0053
20.2338,44.5603,1.0053,1.0053
20.2338,44.6273,1.0053,1.0053
20.2338,44.6943,1.0053,1.0053
20.2338,44.7613,1.0053,1.0053
20.2338,44.8283,1.0053,1.0053
20.2338,44.8954,1.0053,1.0053
20.2338,44.9624,1.0053,1.0053
20.2338,45.0294,1.0053,1.0053
20.2338,45.0964,1.0053,1.0053
20.1667,45.1634,0.9407,0.9407
20.1667,45.2305,0.9478,0.9478
20.1667,45.2975,0.9596,0.9596
20.1667,45.3645,0.9758,0.9758
20.1667,45.4315,0.9963,0.9963
20.0997,45.4985,0.9596,0.9596
20.0997,45.5656,0.9758,0.9758
20.0997,45.6326,0.9963,0.9963
20.0997,45.6996,1.0208,1.0208
20.0997,45.7666,1.0490,1.0490
20.0327,45.8336,1.0208,1.0208
20.0327,45.9007,1.0490,1.0490
19.9657,45.9677,1.0208,1.0208
19.9657,46.0347,1.0490,1.0490
19.9657,46.1017,1.0807,1.0807
19.8987,46.1687,1.0597,1.0597
19.8316,46.2358,1.0469,1.0469
19.8316,46.3028,1.0807,1.0807
19.7646,46.3698,1.0597,1.0597
19.6976,46.4368,1.0469,1.0469
19.6976,46.5038,1.0597,1.0597
19.6306,46.5709,1.0807,1.0807
19.5636,46.6379,1.0910,1.0910
19.4965,46.7049,1.0910,1.0910
19.4295,46.7719,1.0807,1.0807
19.3625,46.8389,1.0597,1.0597
19.2955,46.8389,1.0469,1.0469
19.2285,46.9060,1.0597,1.0597
19.1614,46.9730,1.0807,1.0807
19.0944,47.0400,1.0807,1.0807
19.0274,47.1070,1.0597,1.0597
18.9604,47.1070,1.0469,1.0469
18.8934,47.1740,1.0597,1.0597
18.8263,47.2411,1.0807,1.0807
18.7593,47.2411,1.0469,1.0469
18.6923,47.3081,1.0597,1.0597
18.6253,47.3751,1.0807,1.0807
18.5583,47.4421,1.0807,1.0807
18.4912,47.4421,1.0469,1.0469
18.4242,47.5091,1.0597,1.0597
18.3572,47.5762,1.0807,1.0807
18.2902,47.6432,1.0807,1.0807
18.2232,47.6432,1.0469,1.0469
18.1561,47.7102,1.0597,1.0597
18.0891,47.7772,1.0807,1.0807
18.0221,47.8442,1.0597,1.0597
17.9551,47.8442,1.0469,1.0469
17.8881,47.9113,1.0597,1.0597
17.8210,47.9783,1.0807,1.0807
17.7540,48.0453,1.0597,1.0597
17.6870,48.0453,1.0469,1.0469
17.6200,48.1123,1.0597,1.0597
17.5530,48.1793,1.0807,1.0807
17.4859,48.1793,1.0469,1.0469
17.4189,48.2464,1.0597,1.0597
17.3519,48.3134,1.0807,1.0807
17.2849,48.3804,1.0807,1.0807
17.2179,48.4474,1.0597,1.0597
17.1508,48.4474,1.0469,1.0469
17.0838,48.5144,1.0597,1.0597
17.0168,48.5815,1.0807,1.0807
16.9498,48.6485,1.0597,1.0597
16.8828,48.6485,1.0469,1.0469
16.8157,48.7155,1.0597,1.0597
16.7487,48.7825,1.0807,1.0807
16.6817,48.8495,1.0807,1.0807
16.6147,48.9166,1.0597,1.0597
16.5477,48.9166,1.0469,1.0469
16.4806,48.9836,1.0597,1.0597
16.4136,49.0506,1.0807,1.0807
16.3466,49.1176,1.0807,1.0807
16.2796,49.1176,1.0469,1.0469
16.2126,49.1846,1.0597,1.0597
16.1455,49.2517,1.0807,1.0807
16.0785,49.3187,1.0807,1.0807
16.0115,49.3857,1.0597,1.0597
15.9445,49.3857,1.0469,1.0469
15.8775,49.4527,1.0597,1.0597
15.8104,49.5197,1.0807,1.0807
15.7434,49.5868,1.0807,1.0807
15.6764,49.6538,1.0597,1.0597
15.6094,49.6538,1.0469,1.0469
15.5424,49.7208,1.0597,1.0597
15.4753,49.7878,1.0807,1.0807
15.4083,49.8548,1.0597,1.0597
15.3413,49.8548,1.0469,1.0469
15.2743,49.9219,1.0597,1.0597
15.2073,49.9889,1.0807,1.0807
15.1402,50.0559,1.0597,1.0597
15.0732,50.0559,1.0469,1.0469
15.0062,50.1229,1.0597,1.0597
14.9392,50.1899,1.0807,1.0807
14.8722,50.1899,1.0469,1.0469
14.8051,50.2570,1.0597,1.0597
14.7381,50.3240,1.0807,1.0807
14.6711,50.3240,1.0469,1.0469
14.6041,50.3910,1.0597,1.0597
14.5371,50.4580,1.0807,1.0807
14.4700,50.4580,1.0490,1.0490
14.4030,50.5250,1.0807,1.0807
14.3360,50.5921,1.0597,1.0597
14.2690,50.5921,1.0597,1.0597
14.2020,50.6591,1.0807,1.0807
14.1349,50.6591,1.0490,1.0490
14.0679,50.7261,1.0807,1.0807
14.0009,50.7261,1.0490,1.0490
13.9339,50.7931,1.0807,1.0807
13.8669,50.7931,1.0490,1.0490
13.7998,50.8601,1.0807,1.0807
13.7328,50.8601,1.0490,1.0490
13.6658,50.8601,1.0208,1.0208
13.5988,50.9272,1.0490,1.0490
13.5318,50.9272,1.0208,1.0208
13.4647,50.9942,1.0597,1.0597
13.3977,50.9942,1.0404,1.0404
13.3307,50.9942,1.0208,1.0208
13.2637,50.9942,0.9963,0.9963
13.1967,51.0612,1.0404,1.0404
13.1296,51.0612,1.0208,1.0208
13.0626,51.0612,0.9963,0.9963
12.9956,51.0612,0.9758,0.9758
12.9286,51.1282,1.0252,1.0252
12.8616,51.1282,1.0142,1.0142
12.7945,51.1282,1.0075,1.0075
12.7275,51.1282,1.0053,1.0053
12.6605,51.1282,0.9963,0.9963
12.5935,51.1282,0.9758,0.9758
12.5265,51.1952,1.0252,1.0252
12.4594,51.1952,1.0142,1.0142
12.3924,51.1952,1.0075,1.0075
12.3254,51.1952,1.0053,1.0053
12.2584,51.1952,1.0053,1.0053
12.1914,51.1952,1.0053,1.0053
12.1243,51.1952,1.0053,1.0053
12.0573,51.1952,1.0053,1.0053
11.9903,51.1952,1.0075,1.0075
11.9233,51.1952,1.0142,1.0142
11.8563,51.1282,0.9596,0.9596
11.7892,51.1282,0.9758,0.9758
11.7222,51.1282,0.9963,0.9963
11.6552,51.1282,1.0075,1.0075
11.5882,51.1282,1.0142,1.0142
11.5212,51.1282,1.0252,1.0252
11.4541,51.0612,0.9758,0.9758
11.3871,51.0612,0.9963,0.9963
11.3201,51.0612,1.0208,1.0208
11.2531,51.0612,1.0404,1.0404
11.1861,50.9942,0.9963,0.9963
11.1190,50.9942,1.0208,1.0208
11.0520,50.9942,1.0490,1.0490
10.9850,50.9272,1.0208,1.0208
10.9180,50.9272,1.0490,1.0490
10.8510,50.9272,1.0807,1.0807
10.7839,50.8601,1.0490,1.0490
10.7169,50.8601,1.0807,1.0807
10.6499,50.7931,1.0490,1.0490
10.5829,50.7931,1.0807,1.0807
10.5159,50.7261,1.0597,1.0597
10.4488,50.7261,1.0807,1.0807
10.3818,50.6591,1.0807,1.0807
10.3148,50.6591,1.0597,1.0597
10.2478,50.5921,1.0807,1.0807
10.1808,50.5250,1.0490,1.0490
10.1137,50.5250,1.0807,1.0807
10.0467,50.4580,1.0597,1.0597
9.9797,50.4580,1.0597,1.0597
9.9127,50.3910,1.0807,1.0807
9.8457,50.3240,1.0597,1.0597
9.7786,50.3240,1.0597,1.0597
9.7116,50.2570,1.0807,1.0807
9.6446,50.1899,1.0597,1.0597
9.5776,50.1899,1.0597,1.0597
9.5106,50.1229,1.0807,1.0807
9.4435,50.0559,1.0597,1.0597
9.3765,49.9889,1.0469,1.0469
9.3095,49.9889,1.0597,1.0597
9.2425,49.9219,1.0807,1.0807
9.1755,49.8548,1.0807,1.0807
9.1084,49.7878,1.0597,1.0597
9.0414,49.7208,1.0469,1.0469
8.9744,49.7208,1.0597,1.0597
8.9074,49.6538,1.0807,1.0807
8.8404,49.5868,1.0910,1.0910
8.7733,49.5197,1.0910,1.0910
8.7063,49.4527,1.0910,1.0910
8.6393,49.3857,1.0807,1.0807
8.5723,49.3187,1.0597,1.0597
8.5053,49.2517,1.0469,1.0469
8.5053,49.1846,1.0597,1.0597
8.4382,49.1176,1.0807,1.0807
8.3712,49.0506,1.0910,1.0910
8.3042,48.9836,1.0807,1.0807
8.2372,48.9166,1.0597,1.0597
8.1702,48.8495,1.0469,1.0469
8.1702,48.7825,1.0597,1.0597
8.1031,48.7155,1.0807,1.0807
8.0361,48.6485,1.0807,1.0807
7.9691,48.5815,1.0597,1.0597
7.9691,48.5144,1.0597,1.0597
7.9021,48.4474,1.0807,1.0807
7.8351,48.3804,1.0597,1.0597
7.7680,48.3134,1.0469,1.0469
7.7680,48.2464,1.0597,1.0597
7.7010,48.1793,1.0807,1.0807
7.6340,48.1123,1.0597,1.0597
7.6340,48.0453,1.0597,1.0597
7.5670,47.9783,1.0807,1.0807
7.5000,47.9113,1.0490,1.0490
7.5000,47.8442,1.0597,1.0597
7.4329,47.7772,1.0597,1.0597
7.4329,47.7102,1.0490,1.0490
7.3659,47.6432,1.0807,1.0807
7.3659,47.5762,1.0490,1.0490
7.2989,47.5091,1.0807,1.0807
7.2319,47.4421,1.0807,1.0807
7.2319,47.3751,1.0597,1.0597
7.1649,47.3081,1.0807,1.0807
7.0978,47.2411,1.0490,1.0490
7.0978,47.1740,1.0807,1.0807
7.0308,47.1070,1.0490,1.0490
7.0308,47.0400,1.0807,1.0807
6.9638,46.9730,1.0490,1.0490
6.9638,46.9060,1.0807,1.0807
6.8968,46.8389,1.0490,1.0490
6.8968,46.7719,1.0807,1.0807
6.8298,46.7049,1.0490,1.0490
6.8298,46.6379,1.0807,1.0807
6.7627,46.5709,1.0490,1.0490
6.7627,46.5038,1.0807,1.0807
6.6957,46.4368,1.0490,1.0490
6.6957,46.3698,1.0807,1.0807
6.6287,46.3028,1.0490,1.0490
6.6287,46.2358,1.0807,1.0807
6.5617,46.1687,1.0490,1.0490
6.5617,46.1017,1.0807,1.0807
6.4947,46.0347,1.0490,1.0490
6.4947,45.9677,1.0807,1.0807
6.4947,45.9007,1.0490,1.0490
6.4276,45.8336,1.0807,1.0807
6.4276,45.7666,1.0490,1.0490
6.3606,45.6996,1.0807,1.0807
6.3606,45.6326,1.0597,1.0597
6.2936,45.5656,1.0807,1.0807
6.2936,45.4985,1.0807,1.0807
6.2266,45.4315,1.0597,1.0597
6.2266,45.3645,1.0807,1.0807
6.1596,45.2975,1.0490,1.0490
6.1596,45.2305,1.0807,1.0807
6.0925,45.1634,1.0490,1.0490
6.0925,45.0964,1.0807,1.0807
6.0255,45.0294,1.0490,1.0490
6.0255,44.9624,1.0807,1.0807
5.9585,44.8954,1.0490,1.0490
5.9585,44.8283,1.0807,1.0807
5.9585,44.7613,1.0490,1.0490
5.8915,44.6943,1.0807,1.0807
5.8915,44.6273,1.0490,1.0490
5.8245,44.5603,1.0807,1.0807
5.8245,44.4932,1.0597,1.0597
5.7574,44.4262,1.0597,1.0597
5.7574,44.3592,1.0807,1.0807
5.6904,44.2922,1.0490,1.0490
5.6904,44.2252,1.0807,1.0807
5.6234,44.1581,1.0490,1.0490
5.6234,44.0911,1.0807,1.0807
5.5564,44.0241,1.0490,1.0490
5.5564,43.9571,1.0807,1.0807
5.4894,43.8901,1.0490,1.0490
5.4894,43.8230,1.0807,1.0807
5.4894,43.7560,1.0490,1.0490
5.4223,43.6890,1.0807,1.0807
5.4223,43.6220,1.0490,1.0490
5.3553,43.5550,1.0807,1.0807
5.3553,43.4879,1.0597,1.0597
5.2883,43.4209,1.0807,1.0807
5.2883,43.3539,1.0807,1.0807
5.2213,43.2869,1.0597,1.0597
5.2213,43.2199,1.0807,1.0807
5.1543,43.1528,1.0490,1.0490
5.1543,43.0858,1.0807,1.0807
5.0872,43.0188,1.0490,1.0490
5.0872,42.9518,1.0807,1.0807
5.0202,42.8848,1.0490,1.0490
5.0202,42.8177,1.0807,1.0807
4.9532,42.7507,1.0490,1.0490
4.9532,42.6837,1.0807,1.0807
4.8862,42.6167,1.0490,1.0490
4.8862,42.5497,1.0807,1.0807
4.8862,42.4826,1.0490,1.0490
4.8192,42.4156,1.0807,1.0807
4.8192,42.3486,1.0490,1.0490
4.7521,42.2816,1.0807,1.0807
4.7521,42.2146,1.0597,1.0597
4.6851,42.1475,1.0807,1.0807
4.6851,42.0805,1.0807,1.0807
4.6181,42.0135,1.0597,1.0597
4.6181,41.9465,1.0807,1.0807
4.5511,41.8795,1.0490,1.0490
4.5511,41.8124,1.0807,1.0807
4.4841,41.7454,1.0490,1.0490
4.4841,41.6784,1.0807,1.0807
4.4170,41.6114,1.0490,1.0490
4.4170,41.5444,1.0807,1.0807
4.3500,41.4773,1.0490,1.0490
4.3500,41.4103,1.0807,1.0807
4.2830,41.3433,1.0490,1.0490
4.2830,41.2763,1.0807,1.0807
4.2830,41.2093,1.0490,1.0490
4.2160,41.1422,1.0807,1.0807
4.2160,41.0752,1.0490,1.0490
4.1490,41.0082,1.0807,1.0807
4.1490,40.9412,1.0597,1.0597
4.0819,40.8742,1.0807,1.0807
4.0819,40.8071,1.0807,1.0807
4.0149,40.7401,1.0597,1.0597
4.0149,40.6731,1.0807,1.0807
3.9479,40.6061,1.0490,1.0490
3.9479,40.5391,1.0807,1.0807
3.8809,40.4720,1.0490,1.0490
3.8809,40.4050,1.0807,1.0807
3.8139,40.3380,1.0490,1.0490
3.8139,40.2710,1.0807,1.0807
3.7468,40.2040,1.0490,1.0490
3.7468,40.1369,1.0807,1.0807
3.7468,40.0699,1.0490,1.0490
3.6798,40.0029,1.0807,1.0807
3.6798,39.9359,1.0490,1.0490
3.6128,39.8689,1.0807,1.0807
3.6128,39.8018,1.0597,1.0597
3.5458,39.7348,1.0807,1.0807
3.5458,39.6678,1.0807,1.0807
3.4788,39.6008,1.0597,1.0597
3.4788,39.5338,1.0807,1.0807
3.4117,39.4667,1.0490,1.0490
3.4117,39.3997,1.0807,1.0807
3.3447,39.3327,1.0490,1.0490
3.3447,39.2657,1.0807,1.0807
3.2777,39.1987,1.0490,1.0490
3.2777,39.1316,1.0807,1.0807
3.2107,39.0646,1.0490,1.0490
3.2107,38.9976,1.0807,1.0807
3.2107,38.9306,1.0490,1.0490
3.1437,38.8636,1.0807,1.0807
3.1437,38.7965,1.0490,1.0490
3.0766,38.7295,1.0807,1.0807
3.0766,38.6625,1.0597,1.0597
3.0096,38.5955,1.0807,1.0807
3.0096,38.5285,1.0807,1.0807
2.9426,38.4614,1.0597,1.0597
2.9426,38.3944,1.0807,1.0807
2.8756,38.3274,1.0490,1.0490
2.8756,38.2604,1.0807,1.0807
2.8086,38.1934,1.0490,1.0490
2.8086,38.1263,1.0807,1.0807
2.7415,38.0593,1.0490,1.0490
2.7415,37.9923,1.0807,1.0807
2.6745,37.9253,1.0490,1.0490
2.6745,37.8583,1.0807,1.0807
2.6745,37.7912,1.0490,1.0490
2.6075,37.7242,1.0807,1.0807
2.6075,37.6572,1.0490,1.0490
2.5405,37.5902,1.0807,1.0807
2.5405,37.5232,1.0597,1.0597
2.4735,37.4561,1.0597,1.0597
2.4735,37.3891,1.0807,1.0807
2.4064,37.3221,1.0490,1.0490
2.4064,37.2551,1.0807,1.0807
2.3394,37.1881,1.0490,1.0490
2.3394,37.1210,1.0807,1.0807
2.2724,37.0540,1.0490,1.0490
2.2724,36.9870,1.0807,1.0807
2.2054,36.9200,1.0490,1.0490
2.2054,36.8530,1.0807,1.0807
2.1384,36.7859,1.0490,1.0490
2.1384,36.7189,1.0807,1.0807
2.0713,36.6519,1.0490,1.0490
2.0713,36.5849,1.0807,1.0807
2.0043,36.5179,1.0490,1.0490
2.0043,36.4508,1.0807,1.0807
1.9373,36.3838,1.0490,1.0490
1.9373,36.3168,1.0807,1.0807
1.8703,36.2498,1.0490,1.0490
1.8703,36.1828,1.0807,1.0807
1.8033,36.1157,1.0490,1.0490
1.8033,36.0487,1.0807,1.0807
1.8033,35.9817,1.0490,1.0490
1.7362,35.9147,1.0807,1.0807
1.7362,35.8477,1.0490,1.0490
1.6692,35.7806,1.0807,1.0807
1.6692,35.7136,1.0597,1.0597
1.6022,35.6466,1.0807,1.0807
1.6022,35.5796,1.0807,1.0807
1.5352,35.5126,1.0807,1.0807
1.5352,35.4455,1.0807,1.0807
1.4682,35.3785,1.0597,1.0597
1.4682,35.3115,1.0807,1.0807
1.4011,35.2445,1.0490,1.0490
1.4011,35.1775,1.0807,1.0807
1.3341,35.1104,1.0490,1.0490
1.3341,35.0434,1.0807,1.0807
1.2671,34.9764,1.0490,1.0490
1.2671,34.9094,1.0807,1.0807
1.2001,34.8424,1.0490,1.0490
1.2001,34.7753,1.0807,1.0807
1.1331,34.7083,1.0490,1.0490
1.1331,34.6413,1.0807,1.0807
1.0660,34.5743,1.0490,1.0490
1.0660,34.5073,1.0807,1.0807
0.9990,34.4402,1.0490,1.0490
0.9990,34.3732,1.0807,1.0807
0.9320,34.3062,1.0490,1.0490
0.9320,34.2392,1.0807,1.0807
0.8650,34.1722,1.0490,1.0490
0.8650,34.1051,1.0807,1.0807
0.7980,34.0381,1.0490,1.0490
0.7980,33.9711,1.0807,1.0807
0.7309,33.9041,1.0490,1.0490
0.7309,33.8371,1.0807,1.0807
0.6639,33.7700,1.0490,1.0490
0.6639,33.7030,1.0807,1.0807
0.5969,33.6360,1.0490,1.0490
0.5969,33.5690,1.0807,1.0807
0.5969,33.5020,1.0490,1.0490
0.5299,33.4349,1.0807,1.0807
0.5299,33.3679,1.0490,1.0490
0.4629,33.3009,1.0807,1.0807
0.4629,33.2339,1.0597,1.0597
0.3958,33.1669,1.0807,1.0807
0.3958,33.0998,1.0807,1.0807
0.3288,33.0328,1.0807,1.0807
0.3288,32.9658,1.0807,1.0807
0.2618,32.8988,1.0807,1.0807
0.2618,32.8318,1.0807,1.0807
0.1948,32.7647,1.0597,1.0597
0.1948,32.6977,1.0807,1.0807
0.1278,32.6307,1.0490,1.0490
0.1278,32.5637,1.0807,1.0807
0.0607,32.4967,1.0490,1.0490
0.0607,32.4296,1.0807,1.0807
-0.0063,32.3626,1.0490,1.0490
-0.0063,32.2956,1.0807,1.0807
-0.0733,32.2286,1.0490,1.0490
-0.0733,32.1616,1.0807,1.0807
-0.1403,32.0945,1.0490,1.0490
-0.1403,32.0275,1.0807,1.0807
-0.2073,31.9605,1.0490,1.0490
-0.2073,31.8935,1.0807,1.0807
-0.2744,31.8265,1.0490,1.0490
-0.2744,31.7594,1.0807,1.0807
-0.2744,31.6924,1.0490,1.0490
-0.3414,31.6254,1.0807,1.0807
-0.3414,31.5584,1.0490,1.0490
-0.4084,31.4914,1.0807,1.0807
-0.4084,31.4243,1.0597,1.0597
-0.4754,31.3573,1.0807,1.0807
-0.4754,31.2903,1.0807,1.0807
-0.5424,31.2233,1.0807,1.0807
-0.5424,31.1563,1.0807,1.0807
-0.6095,31.0892,1.0597,1.0597
-0.6095,31.0222,1.0807,1.0807
-0.6765,30.9552,1.0490,1.0490
-0.6765,30.8882,1.0807,1.0807
-0.7435,30.8212,1.0490,1.0490
-0.7435,30.7541,1.0807,1.0807
-0.8105,30.6871,1.0490,1.0490
-0.8105,30.6201,1.0807,1.0807
-0.8775,30.5531,1.0490,1.0490
-0.8775,30.4861,1.0807,1.0807
-0.9446,30.4190,1.0490,1.0490
-0.9446,30.3520,1.0807,1.0807
-1.0116,30.2850,1.0490,1.0490
-1.0116,30.2180,1.0807,1.0807
-1.0116,30.1510,1.0490,1.0490
-1.0786,30.0839,1.0807,1.0807
-1.0786,30.0169,1.0490,1.0490
-1.1456,29.9499,1.0807,1.0807
