# x_m,y_m,w_tr_right_m,w_tr_left_m
3.5676,0.7346,1.2630,1.2630
3.6326,0.7346,1.2630,1.2630
3.6977,0.7346,1.2513,1.2513
3.7627,0.7346,1.2342,1.2342
3.8278,0.7346,1.2152,1.2152
3.8928,0.7997,1.2630,1.2630
3.9579,0.7997,1.2513,1.2513
4.0229,0.7997,1.2428,1.2428
4.0880,0.7997,1.2342,1.2342
4.1530,0.8647,1.2630,1.2630
4.2181,0.8647,1.2630,1.2630
4.2831,0.8647,1.2513,1.2513
4.3482,0.8647,1.2428,1.2428
4.4132,0.8647,1.2342,1.2342
4.4783,0.9298,1.2630,1.2630
4.5433,0.9298,1.2630,1.2630
4.6084,0.9298,1.2513,1.2513
4.6734,0.9298,1.2342,1.2342
4.7385,0.9298,1.2152,1.2152
4.8035,0.9948,1.2630,1.2630
4.8686,0.9948,1.2513,1.2513
4.9336,0.9948,1.2428,1.2428
4.9987,0.9948,1.2342,1.2342
5.0637,1.0599,1.2630,1.2630
5.1288,1.0599,1.2630,1.2630
5.1938,1.0599,1.2513,1.2513
5.2589,1.0599,1.2428,1.2428
5.3239,1.0599,1.2342,1.2342
5.3890,1.1249,1.2630,1.2630
5.4540,1.1249,1.2630,1.2630
5.5191,1.1249,1.2513,1.2513
5.5841,1.1249,1.2342,1.2342
5.6492,1.1900,1.2513,1.2513
5.7142,1.1900,1.2630,1.2630
5.7793,1.1900,1.2513,1.2513
5.8443,1.1900,1.2428,1.2428
5.9094,1.1900,1.2342,1.2342
5.9744,1.2550,1.2630,1.2630
6.0395,1.2550,1.2630,1.2630
6.1045,1.2550,1.2513,1.2513
6.1696,1.2550,1.2342,1.2342
6.2346,1.3201,1.2513,1.2513
6.2997,1.3201,1.2630,1.2630
6.3647,1.3201,1.2513,1.2513
6.4298,1.3201,1.2428,1.2428
6.4948,1.3201,1.2342,1.2342
6.5599,1.3851,1.2630,1.2630
6.6249,1.3851,1.2630,1.2630
6.6900,1.3851,1.2513,1.2513
6.7550,1.3851,1.2342,1.2342
6.8201,1.4502,1.2513,1.2513
6.8851,1.4502,1.2630,1.2630
6.9502,1.4502,1.2513,1.2513
7.0152,1.4502,1.2428,1.2428
7.0803,1.4502,1.2342,1.2342
7.1453,1.5152,1.2630,1.2630
7.2104,1.5152,1.2630,1.2630
7.2754,1.5152,1.2513,1.2513
7.3405,1.5152,1.2342,1.2342
7.4055,1.5803,1.2513,1.2513
7.4706,1.5803,1.2630,1.2630
7.5356,1.5803,1.2513,1.2513
7.6007,1.5803,1.2428,1.2428
7.6657,1.5803,1.2342,1.2342
7.7308,1.6453,1.2630,1.2630
7.7958,1.6453,1.2630,1.2630
7.8609,1.6453,1.2513,1.2513
7.9259,1.6453,1.2342,1.2342
7.9910,1.7104,1.2513,1.2513
8.0560,1.7104,1.2630,1.2630
8.1211,1.7104,1.2513,1.2513
8.1861,1.7104,1.2428,1.2428
8.2512,1.7754,1.2513,1.2513
8.3162,1.7754,1.2630,1.2630
8.3813,1.7754,1.2630,1.2630
8.4463,1.7754,1.2513,1.2513
8.5114,1.7754,1.2342,1.2342
8.5764,1.8405,1.2630,1.2630
8.6415,1.8405,1.2630,1.2630
8.7065,1.8405,1.2513,1.2513
8.7716,1.8405,1.2342,1.2342
8.8366,1.9055,1.2513,1.2513
8.9017,1.9055,1.2630,1.2630
8.9667,1.9055,1.2513,1.2513
9.0318,1.9055,1.2428,1.2428
9.0968,1.9706,1.2513,1.2513
9.1619,1.9706,1.2630,1.2630
9.2269,1.9706,1.2630,1.2630
9.2920,1.9706,1.2513,1.2513
9.3570,1.9706,1.2342,1.2342
9.4221,2.0356,1.2513,1.2513
9.4871,2.0356,1.2630,1.2630
9.5522,2.0356,1.2513,1.2513
9.6172,2.0356,1.2342,1.2342
9.6823,2.1007,1.2513,1.2513
9.7473,2.1007,1.2630,1.2630
9.8124,2.1007,1.2513,1.2513
9.8774,2.1007,1.2428,1.2428
9.9425,2.1657,1.2513,1.2513
10.0075,2.1657,1.2630,1.2630
10.0726,2.1657,1.2630,1.2630
10.1376,2.1657,1.2513,1.2513
10.2027,2.1657,1.2342,1.2342
10.2677,2.2308,1.2630,1.2630
10.3328,2.2308,1.2630,1.2630
10.3978,2.2308,1.2513,1.2513
10.4629,2.2308,1.2342,1.2342
10.5279,2.2958,1.2513,1.2513
10.5930,2.2958,1.2630,1.2630
10.6580,2.2958,1.2513,1.2513
10.7231,2.2958,1.2428,1.2428
10.7881,2.3609,1.2513,1.2513
10.8532,2.3609,1.2630,1.2630
10.9182,2.3609,1.2630,1.2630
10.9833,2.3609,1.2513,1.2513
11.0483,2.4259,1.2513,1.2513
11.1134,2.4259,1.2630,1.2630
11.1784,2.4259,1.2630,1.2630
11.2435,2.4259,1.2513,1.2513
11.3085,2.4910,1.2513,1.2513
11.3736,2.4910,1.2630,1.2630
11.4386,2.4910,1.2630,1.2630
11.5037,2.4910,1.2513,1.2513
11.5687,2.5560,1.2513,1.2513
11.6338,2.5560,1.2630,1.2630
11.6988,2.5560,1.2630,1.2630
11.7639,2.5560,1.2513,1.2513
11.8289,2.6211,1.2428,1.2428
11.8940,2.6211,1.2513,1.2513
11.9590,2.6211,1.2630,1.2630
12.0241,2.6211,1.2513,1.2513
12.0891,2.6211,1.2342,1.2342
12.1542,2.6861,1.2513,1.2513
12.2192,2.6861,1.2630,1.2630
12.2843,2.6861,1.2513,1.2513
12.3493,2.6861,1.2342,1.2342
12.4144,2.7512,1.2513,1.2513
12.4794,2.7512,1.2630,1.2630
12.5445,2.7512,1.2513,1.2513
12.6095,2.7512,1.2428,1.2428
12.6746,2.8162,1.2513,1.2513
12.7396,2.8162,1.2630,1.2630
12.8047,2.8162,1.2630,1.2630
12.8697,2.8162,1.2513,1.2513
12.9348,2.8813,1.2513,1.2513
12.9998,2.8813,1.2630,1.2630
13.0649,2.8813,1.2630,1.2630
13.1299,2.8813,1.2513,1.2513
13.1950,2.9463,1.2513,1.2513
13.2600,2.9463,1.2630,1.2630
13.3251,2.9463,1.2630,1.2630
13.3901,2.9463,1.2513,1.2513
13.4552,3.0114,1.2513,1.2513
13.5202,3.0114,1.2630,1.2630
13.5853,3.0114,1.2630,1.2630
13.6503,3.0114,1.2513,1.2513
13.7154,3.0764,1.2513,1.2513
13.7804,3.0764,1.2630,1.2630
13.8455,3.0764,1.2630,1.2630
13.9105,3.0764,1.2513,1.2513
13.9756,3.1415,1.2513,1.2513
14.0406,3.1415,1.2630,1.2630
14.1057,3.1415,1.2630,1.2630
14.1707,3.1415,1.2513,1.2513
14.2358,3.2065,1.2513,1.2513
14.3008,3.2065,1.2630,1.2630
14.3659,3.2065,1.2630,1.2630
14.4309,3.2065,1.2513,1.2513
14.4960,3.2716,1.2513,1.2513
14.5610,3.2716,1.2630,1.2630
14.6261,3.2716,1.2630,1.2630
14.6911,3.2716,1.2513,1.2513
14.7562,3.3366,1.2428,1.2428
14.8212,3.3366,1.2513,1.2513
14.8863,3.3366,1.2630,1.2630
14.9513,3.3366,1.2513,1.2513
15.0164,3.3366,1.2342,1.2342
15.0814,3.4017,1.2513,1.2513
15.1465,3.4017,1.2630,1.2630
15.2115,3.4017,1.2513,1.2513
15.2766,3.4017,1.2342,1.2342
15.3416,3.4667,1.2513,1.2513
15.4067,3.4667,1.2630,1.2630
15.4717,3.4667,1.2513,1.2513
15.5368,3.4667,1.2428,1.2428
15.6018,3.5318,1.2513,1.2513
15.6669,3.5318,1.2630,1.2630
15.7319,3.5318,1.2630,1.2630
15.7970,3.5318,1.2513,1.2513
15.8620,3.5968,1.2513,1.2513
15.9271,3.5968,1.2630,1.2630
15.9921,3.5968,1.2630,1.2630
16.0572,3.5968,1.2513,1.2513
16.1222,3.6619,1.2513,1.2513
16.1873,3.6619,1.2630,1.2630
16.2523,3.6619,1.2630,1.2630
16.3174,3.6619,1.2513,1.2513
16.3824,3.6619,1.2342,1.2342
16.4475,3.7269,1.2513,1.2513
16.5125,3.7269,1.2630,1.2630
16.5776,3.7269,1.2513,1.2513
16.6426,3.7269,1.2342,1.2342
16.7077,3.7920,1.2513,1.2513
16.7727,3.7920,1.2630,1.2630
16.8378,3.7920,1.2513,1.2513
16.9028,3.7920,1.2428,1.2428
16.9679,3.7920,1.2342,1.2342
17.0329,3.8570,1.2630,1.2630
17.0980,3.8570,1.2630,1.2630
17.1630,3.8570,1.2513,1.2513
17.2281,3.8570,1.2342,1.2342
17.2931,3.9221,1.2513,1.2513
17.3582,3.9221,1.2630,1.2630
17.4232,3.9221,1.2513,1.2513
17.4883,3.9221,1.2428,1.2428
17.5533,3.9871,1.2513,1.2513
17.6184,3.9871,1.2630,1.2630
17.6834,3.9871,1.2630,1.2630
17.7485,3.9871,1.2513,1.2513
17.8135,3.9871,1.2342,1.2342
17.8786,4.0522,1.2630,1.2630
17.9436,4.0522,1.2630,1.2630
18.0087,4.0522,1.2513,1.2513
18.0737,4.0522,1.2342,1.2342
18.1388,4.0522,1.2152,1.2152
18.2038,4.1172,1.2630,1.2630
18.2689,4.1172,1.2513,1.2513
18.3339,4.1172,1.2428,1.2428
18.3990,4.1172,1.2342,1.2342
18.4640,4.1172,1.2152,1.2152
18.5291,4.1823,1.2630,1.2630
18.5941,4.1823,1.2513,1.2513
18.6592,4.1823,1.2428,1.2428
18.7242,4.1823,1.2342,1.2342
18.7893,4.2473,1.2630,1.2630
18.8543,4.2473,1.2630,1.2630
18.9194,4.2473,1.2513,1.2513
18.9844,4.2473,1.2428,1.2428
19.0495,4.2473,1.2342,1.2342
19.1145,4.3124,1.2630,1.2630
19.1796,4.3124,1.2630,1.2630
19.2446,4.3124,1.2513,1.2513
19.3097,4.3124,1.2342,1.2342
19.3747,4.3124,1.2152,1.2152
19.4398,4.3774,1.2630,1.2630
19.5048,4.3774,1.2513,1.2513
19.5699,4.3774,1.2428,1.2428
19.6349,4.3774,1.2342,1.2342
19.7000,4.4425,1.2630,1.2630
19.7650,4.4425,1.2630,1.2630
19.8301,4.4425,1.2513,1.2513
19.8951,4.4425,1.2428,1.2428
19.9602,4.4425,1.2342,1.2342
20.0252,4.5075,1.2630,1.2630
20.0903,4.5075,1.2630,1.2630
20.1553,4.5075,1.2513,1.2513
20.2204,4.5075,1.2342,1.2342
20.2854,4.5726,1.2513,1.2513
20.3505,4.5726,1.2630,1.2630
20.4155,4.5726,1.2513,1.2513
20.4806,4.5726,1.2428,1.2428
20.5456,4.6376,1.2513,1.2513
20.6107,4.6376,1.2630,1.2630
20.6757,4.6376,1.2630,1.2630
20.7408,4.6376,1.2513,1.2513
20.8058,4.7027,1.2513,1.2513
20.8709,4.7027,1.2630,1.2630
20.9359,4.7027,1.2630,1.2630
21.0010,4.7027,1.2513,1.2513
21.0660,4.7677,1.2513,1.2513
21.1311,4.7677,1.2630,1.2630
21.1961,4.7677,1.2630,1.2630
21.2612,4.7677,1.2513,1.2513
21.3262,4.7677,1.2342,1.2342
21.3913,4.8328,1.2630,1.2630
21.4563,4.8328,1.2630,1.2630
21.5214,4.8328,1.2513,1.2513
21.5864,4.8328,1.2342,1.2342
21.6515,4.8328,1.2152,1.2152
21.7165,4.8978,1.2630,1.2630
21.7816,4.8978,1.2513,1.2513
21.8466,4.8978,1.2428,1.2428
21.9117,4.8978,1.2342,1.2342
21.9767,4.9629,1.2630,1.2630
22.0418,4.9629,1.2630,1.2630
22.1068,4.9629,1.2513,1.2513
22.1719,4.9629,1.2428,1.2428
22.2369,5.0279,1.2513,1.2513
22.3020,5.0279,1.2630,1.2630
22.3670,5.0279,1.2630,1.2630
22.4321,5.0279,1.2513,1.2513
22.4971,5.0279,1.2342,1.2342
22.5622,5.0279,1.2152,1.2152
22.6272,5.0279,1.1995,1.1995
22.6923,5.0930,1.2513,1.2513
22.7573,5.0930,1.2342,1.2342
22.8224,5.0930,1.2152,1.2152
22.8874,5.0930,1.1995,1.1995
22.9525,5.0930,1.1871,1.1871
23.0175,5.0930,1.1781,1.1781
23.0826,5.0930,1.1727,1.1727
23.1476,5.0930,1.1709,1.1709
23.2127,5.0930,1.1709,1.1709
23.2777,5.0930,1.1709,1.1709
23.3428,5.1580,1.2359,1.2359
23.4078,5.1580,1.2377,1.2377
23.4729,5.0930,1.1781,1.1781
23.5379,5.0930,1.1871,1.1871
23.6030,5.0930,1.1995,1.1995
23.6680,5.0930,1.2152,1.2152
23.7331,5.0930,1.2342,1.2342
23.7981,5.0279,1.1959,1.1959
23.8632,5.0279,1.2222,1.2222
23.9282,5.0279,1.2513,1.2513
23.9933,4.9629,1.2274,1.2274
24.0583,4.9629,1.2630,1.2630
24.1234,4.9629,1.2879,1.2879
24.1884,4.8978,1.2879,1.2879
24.2535,4.8328,1.2879,1.2879
24.3185,4.7677,1.2830,1.2830
24.3836,4.7027,1.2630,1.2630
24.4486,4.6376,1.2496,1.2496
24.4486,4.5726,1.2496,1.2496
24.5137,4.5075,1.2630,1.2630
24.5787,4.4425,1.2496,1.2496
24.5787,4.3774,1.2496,1.2496
24.6438,4.3124,1.2630,1.2630
24.7088,4.2473,1.2630,1.2630
24.7088,4.1823,1.2496,1.2496
24.7739,4.1172,1.2630,1.2630
24.8389,4.0522,1.2630,1.2630
24.9040,3.9871,1.2496,1.2496
24.9040,3.9221,1.2496,1.2496
24.9690,3.8570,1.2630,1.2630
25.0341,3.7920,1.2630,1.2630
25.0341,3.7269,1.2496,1.2496
25.0991,3.6619,1.2630,1.2630
25.1642,3.5968,1.2630,1.2630
25.2292,3.5318,1.2496,1.2496
25.2292,3.4667,1.2496,1.2496
25.2943,3.4017,1.2630,1.2630
25.3593,3.3366,1.2496,1.2496
25.3593,3.2716,1.2496,1.2496
25.4244,3.2065,1.2630,1.2630
25.4894,3.1415,1.2630,1.2630
25.4894,3.0764,1.2496,1.2496
25.5545,3.0114,1.2630,1.2630
25.6195,2.9463,1.2630,1.2630
25.6846,2.8813,1.2496,1.2496
25.6846,2.8162,1.2496,1.2496
25.7496,2.7512,1.2630,1.2630
25.8147,2.6861,1.2630,1.2630
25.8147,2.6211,1.2496,1.2496
25.8797,2.5560,1.2630,1.2630
25.9448,2.4910,1.2630,1.2630
25.9448,2.4259,1.2496,1.2496
26.0098,2.3609,1.2630,1.2630
26.0749,2.2958,1.2630,1.2630
26.1399,2.2308,1.2496,1.2496
26.1399,2.1657,1.2496,1.2496
26.2050,2.1007,1.2630,1.2630
26.2700,2.0356,1.2496,1.2496
26.2700,1.9706,1.2496,1.2496
26.3351,1.9055,1.2630,1.2630
26.4001,1.8405,1.2630,1.2630
26.4001,1.7754,1.2496,1.2496
26.4652,1.7104,1.2630,1.2630
26.5302,1.6453,1.2630,1.2630
26.5953,1.5803,1.2496,1.2496
26.5953,1.5152,1.2496,1.2496
26.6603,1.4502,1.2630,1.2630
26.7254,1.3851,1.2496,1.2496
26.7254,1.3201,1.2496,1.2496
26.7904,1.2550,1.2630,1.2630
26.8555,1.1900,1.2630,1.2630
26.8555,1.1249,1.2496,1.2496
26.9205,1.0599,1.2630,1.2630
26.9856,0.9948,1.2630,1.2630
27.0506,0.9298,1.2496,1.2496
27.0506,0.8647,1.2496,1.2496
27.1157,0.7997,1.2630,1.2630
27.1807,0.7346,1.2496,1.2496
27.1807,0.6696,1.2496,1.2496
27.2458,0.6045,1.2630,1.2630
27.3108,0.5395,1.2630,1.2630
27.3108,0.4744,1.2496,1.2496
27.3759,0.4094,1.2630,1.2630
27.4409,0.3443,1.2630,1.2630
27.5060,0.2793,1.2496,1.2496
27.5060,0.2142,1.2496,1.2496
27.5710,0.1492,1.2630,1.2630
27.6361,0.0841,1.2496,1.2496
27.6361,0.0191,1.2496,1.2496
27.7011,-0.0460,1.2630,1.2630
27.7662,-0.1110,1.2630,1.2630
27.7662,-0.1761,1.2496,1.2496
27.8312,-0.2411,1.2630,1.2630
27.8963,-0.3062,1.2630,1.2630
27.9613,-0.3712,1.2496,1.2496
27.9613,-0.4363,1.2496,1.2496
28.0264,-0.5013,1.2630,1.2630
28.0914,-0.5664,1.2496,1.2496
28.0914,-0.6314,1.2496,1.2496
28.1565,-0.6965,1.2630,1.2630
28.2215,-0.7615,1.2630,1.2630
28.2215,-0.8266,1.2496,1.2496
28.2866,-0.8916,1.2630,1.2630
28.3516,-0.9567,1.2630,1.2630
28.4167,-1.0217,1.2496,1.2496
28.4167,-1.0868,1.2496,1.2496
28.4817,-1.1518,1.2630,1.2630
28.5468,-1.2169,1.2496,1.2496
28.5468,-1.2819,1.2496,1.2496
28.6118,-1.3470,1.2630,1.2630
28.6769,-1.4120,1.2630,1.2630
28.6769,-1.4771,1.2496,1.2496
28.7419,-1.5421,1.2630,1.2630
28.8070,-1.6072,1.2630,1.2630
28.8720,-1.6722,1.2496,1.2496
28.8720,-1.7373,1.2496,1.2496
28.9371,-1.8023,1.2630,1.2630
29.0021,-1.8674,1.2496,1.2496
29.0021,-1.9324,1.2496,1.2496
29.0672,-1.9975,1.2630,1.2630
29.1322,-2.0625,1.2630,1.2630
29.1322,-2.1276,1.2496,1.2496
29.1973,-2.1926,1.2630,1.2630
29.2623,-2.2577,1.2630,1.2630
29.3274,-2.3227,1.2496,1.2496
29.3274,-2.3878,1.2496,1.2496
29.3924,-2.4528,1.2630,1.2630
29.4575,-2.5179,1.2496,1.2496
29.4575,-2.5829,1.2496,1.2496
29.5225,-2.6480,1.2630,1.2630
29.5876,-2.7130,1.2630,1.2630
29.5876,-2.7781,1.2496,1.2496
29.6526,-2.8431,1.2630,1.2630
29.7177,-2.9082,1.2630,1.2630
29.7827,-2.9732,1.2496,1.2496
29.7827,-3.0383,1.2496,1.2496
29.8478,-3.1033,1.2630,1.2630
29.9128,-3.1684,1.2496,1.2496
29.9128,-3.2334,1.2496,1.2496
29.9779,-3.2985,1.2630,1.2630
30.0429,-3.3635,1.2630,1.2630
30.0429,-3.4286,1.2496,1.2496
30.1080,-3.4936,1.2630,1.2630
30.1730,-3.5587,1.2630,1.2630
30.2381,-3.6237,1.2496,1.2496
30.2381,-3.6888,1.2496,1.2496
30.3031,-3.7538,1.2630,1.2630
30.3682,-3.8189,1.2496,1.2496
30.3682,-3.8839,1.2496,1.2496
30.4332,-3.9490,1.2630,1.2630
30.4983,-4.0140,1.2630,1.2630
30.4983,-4.0791,1.2496,1.2496
30.5633,-4.1441,1.2630,1.2630
30.6284,-4.2092,1.2630,1.2630
30.6934,-4.2742,1.2496,1.2496
30.6934,-4.3393,1.2496,1.2496
30.7585,-4.4043,1.2630,1.2630
30.8235,-4.4694,1.2496,1.2496
30.8235,-4.5344,1.2496,1.2496
30.8886,-4.5995,1.2630,1.2630
30.9536,-4.6645,1.2630,1.2630
30.9536,-4.7296,1.2496,1.2496
31.0187,-4.7946,1.2630,1.2630
31.0837,-4.8597,1.2630,1.2630
31.0837,-4.9247,1.2496,1.2496
31.1488,-4.9898,1.2630,1.2630
31.2138,-5.0548,1.2630,1.2630
31.2789,-5.1199,1.2496,1.2496
31.2789,-5.1849,1.2496,1.2496
31.3439,-5.2500,1.2630,1.2630
31.4090,-5.3150,1.2630,1.2630
31.4090,-5.3801,1.2496,1.2496
31.4740,-5.4451,1.2630,1.2630
31.5391,-5.5102,1.2630,1.2630
31.5391,-5.5752,1.2496,1.2496
31.6041,-5.6403,1.2630,1.2630
31.6692,-5.7053,1.2630,1.2630
31.7342,-5.7704,1.2496,1.2496
31.7342,-5.8354,1.2496,1.2496
31.7993,-5.9005,1.2630,1.2630
31.8643,-5.9655,1.2630,1.2630
31.8643,-6.0306,1.2496,1.2496
31.9294,-6.0956,1.2630,1.2630
31.9944,-6.1607,1.2630,1.2630
32.0595,-6.2257,1.2496,1.2496
32.0595,-6.2908,1.2496,1.2496
32.1245,-6.3558,1.2630,1.2630
32.1896,-6.4209,1.2496,1.2496
32.1896,-6.4859,1.2496,1.2496
32.2546,-6.5510,1.2630,1.2630
32.3197,-6.6160,1.2630,1.2630
32.3197,-6.6811,1.2496,1.2496
32.3847,-6.7461,1.2630,1.2630
32.4498,-6.8112,1.2630,1.2630
32.5148,-6.8762,1.2496,1.2496
32.5148,-6.9413,1.2496,1.2496
32.5799,-7.0063,1.2630,1.2630
32.6449,-7.0714,1.2496,1.2496
32.6449,-7.1364,1.2496,1.2496
32.7100,-7.2015,1.2630,1.2630
32.7750,-7.2665,1.2630,1.2630
32.7750,-7.3316,1.2496,1.2496
32.8401,-7.3966,1.2630,1.2630
32.9051,-7.4617,1.2630,1.2630
32.9702,-7.5267,1.2496,1.2496
32.9702,-7.5918,1.2496,1.2496
33.0352,-7.6568,1.2630,1.2630
33.1003,-7.7219,1.2496,1.2496
33.1003,-7.7869,1.2496,1.2496
33.1653,-7.8520,1.2630,1.2630
33.2304,-7.9170,1.2630,1.2630
33.2304,-7.9821,1.2496,1.2496
33.2954,-8.0471,1.2630,1.2630
33.3605,-8.1122,1.2630,1.2630
33.4255,-8.1772,1.2496,1.2496
33.4255,-8.2423,1.2496,1.2496
33.4906,-8.3073,1.2630,1.2630
33.5556,-8.3724,1.2630,1.2630
33.5556,-8.4374,1.2496,1.2496
33.6207,-8.5025,1.2630,1.2630
33.6857,-8.5675,1.2630,1.2630
33.6857,-8.6326,1.2496,1.2496
33.7508,-8.6976,1.2630,1.2630
33.8158,-8.7627,1.2630,1.2630
33.8809,-8.8277,1.2496,1.2496
33.8809,-8.8928,1.2496,1.2496
33.9459,-8.9578,1.2630,1.2630
34.0110,-9.0229,1.2630,1.2630
34.0110,-9.0879,1.2496,1.2496
34.0760,-9.1530,1.2630,1.2630
34.1411,-9.2180,1.2630,1.2630
34.2061,-9.2831,1.2496,1.2496
34.2061,-9.3481,1.2496,1.2496
34.2712,-9.4132,1.2630,1.2630
34.3362,-9.4782,1.2496,1.2496
34.3362,-9.5433,1.2496,1.2496
34.4013,-9.6083,1.2630,1.2630
34.4663,-9.6734,1.2630,1.2630
34.4663,-9.7384,1.2496,1.2496
34.5314,-9.8035,1.2630,1.2630
34.5964,-9.8685,1.2630,1.2630
34.6615,-9.9336,1.2496,1.2496
34.6615,-9.9986,1.2496,1.2496
34.7265,-10.0637,1.2630,1.2630
34.7916,-10.1287,1.2496,1.2496
34.7916,-10.1938,1.2496,1.2496
34.8566,-10.2588,1.2630,1.2630
34.9217,-10.3239,1.2630,1.2630
34.9217,-10.3889,1.2496,1.2496
34.9867,-10.4540,1.2630,1.2630
35.0518,-10.5190,1.2630,1.2630
35.1168,-10.5841,1.2496,1.2496
35.1168,-10.6491,1.2496,1.2496
35.1819,-10.7142,1.2630,1.2630
35.2469,-10.7792,1.2496,1.2496
35.2469,-10.8443,1.2496,1.2496
35.3120,-10.9093,1.2630,1.2630
35.3770,-10.9744,1.2630,1.2630
35.3770,-11.0394,1.2496,1.2496
35.4421,-11.1045,1.2630,1.2630
35.5071,-11.1695,1.2630,1.2630
35.5722,-11.2346,1.2496,1.2496
35.5722,-11.2996,1.2496,1.2496
35.6372,-11.3647,1.2630,1.2630
35.7023,-11.4297,1.2496,1.2496
35.7023,-11.4948,1.2496,1.2496
35.7673,-11.5598,1.2630,1.2630
35.8324,-11.6249,1.2630,1.2630
35.8324,-11.6899,1.2496,1.2496
35.8974,-11.7550,1.2630,1.2630
35.9625,-11.8200,1.2630,1.2630
36.0275,-11.8851,1.2496,1.2496
36.0275,-11.9501,1.2496,1.2496
36.0926,-12.0152,1.2630,1.2630
36.1576,-12.0802,1.2496,1.2496
36.1576,-12.1453,1.2496,1.2496
36.2227,-12.2103,1.2630,1.2630
36.2877,-12.2754,1.2496,1.2496
36.2877,-12.3404,1.2496,1.2496
36.3528,-12.4055,1.2630,1.2630
36.4178,-12.4705,1.2630,1.2630
36.4178,-12.5356,1.2496,1.2496
36.4829,-12.6006,1.2630,1.2630
36.5479,-12.6657,1.2630,1.2630
36.5479,-12.7307,1.2496,1.2496
36.6130,-12.7958,1.2630,1.2630
36.6780,-12.8608,1.2630,1.2630
36.6780,-12.9259,1.2496,1.2496
36.7431,-12.9909,1.2630,1.2630
36.8081,-13.0560,1.2630,1.2630
36.8081,-13.1210,1.2496,1.2496
36.8732,-13.1861,1.2630,1.2630
36.9382,-13.2511,1.2630,1.2630
36.9382,-13.3162,1.2496,1.2496
37.0033,-13.3812,1.2630,1.2630
37.0683,-13.4463,1.2630,1.2630
37.0683,-13.5113,1.2496,1.2496
37.1334,-13.5764,1.2630,1.2630
37.1984,-13.6414,1.2630,1.2630
37.2635,-13.7065,1.2496,1.2496
37.2635,-13.7715,1.2496,1.2496
37.3285,-13.8366,1.2630,1.2630
37.3936,-13.9016,1.2496,1.2496
37.3936,-13.9667,1.2496,1.2496
37.4586,-14.0317,1.2630,1.2630
37.5237,-14.0968,1.2630,1.2630
37.5237,-14.1618,1.2496,1.2496
37.5887,-14.2269,1.2630,1.2630
37.6538,-14.2919,1.2630,1.2630
37.7188,-14.3570,1.2496,1.2496
37.7188,-14.4220,1.2496,1.2496
37.7839,-14.4871,1.2630,1.2630
37.8489,-14.5521,1.2630,1.2630
37.9140,-14.6172,1.2496,1.2496
37.9790,-14.6822,1.2428,1.2428
37.9790,-14.7473,1.2496,1.2496
38.0441,-14.8123,1.2630,1.2630
38.1091,-14.8774,1.2630,1.2630
38.1742,-14.9424,1.2496,1.2496
38.2392,-15.0075,1.2428,1.2428
38.2392,-15.0725,1.2496,1.2496
38.3043,-15.1376,1.2630,1.2630
38.3693,-15.2026,1.2830,1.2830
38.4344,-15.2677,1.2879,1.2879
38.4994,-15.3327,1.2879,1.2879
38.5645,-15.3978,1.2879,1.2879
38.6295,-15.4628,1.2879,1.2879
38.6946,-15.5279,1.2879,1.2879
38.7596,-15.5929,1.2879,1.2879
38.8247,-15.6580,1.2879,1.2879
38.8897,-15.7230,1.2879,1.2879
38.9548,-15.7881,1.2879,1.2879
39.0198,-15.8531,1.2879,1.2879
39.0849,-15.9182,1.2830,1.2830
39.1499,-15.9832,1.2630,1.2630
39.2150,-16.0483,1.2496,1.2496
39.2800,-16.0483,1.2496,1.2496
39.3451,-16.1133,1.2630,1.2630
39.4101,-16.1784,1.2630,1.2630
39.4752,-16.2434,1.2496,1.2496
39.5402,-16.2434,1.2496,1.2496
39.6053,-16.3085,1.2630,1.2630
39.6703,-16.3735,1.2630,1.2630
39.7354,-16.4386,1.2496,1.2496
39.8004,-16.4386,1.2496,1.2496
39.8655,-16.5036,1.2630,1.2630
39.9305,-16.5687,1.2496,1.2496
39.9956,-16.5687,1.2513,1.2513
40.0606,-16.6337,1.2630,1.2630
40.1257,-16.6988,1.2496,1.2496
40.1907,-16.6988,1.2630,1.2630
40.2558,-16.7638,1.2630,1.2630
40.3208,-16.8289,1.2496,1.2496
40.3859,-16.8289,1.2630,1.2630
40.4509,-16.8939,1.2513,1.2513
40.5160,-16.8939,1.2513,1.2513
40.5810,-16.9590,1.2630,1.2630
40.6461,-16.9590,1.2513,1.2513
40.7111,-17.0240,1.2813,1.2813
40.7762,-17.0891,1.2513,1.2513
40.8412,-17.0891,1.2630,1.2630
40.9063,-17.1541,1.2513,1.2513
40.9713,-17.1541,1.2513,1.2513
41.0364,-17.2192,1.2513,1.2513
41.1014,-17.2192,1.2513,1.2513
41.1665,-17.2842,1.2630,1.2630
41.2315,-17.2842,1.2513,1.2513
41.2966,-17.3493,1.2813,1.2813
41.3616,-17.4143,1.2513,1.2513
41.4267,-17.4143,1.2630,1.2630
41.4917,-17.4794,1.2513,1.2513
41.5568,-17.4794,1.2513,1.2513
41.6218,-17.5444,1.2513,1.2513
41.6869,-17.5444,1.2513,1.2513
41.7519,-17.6095,1.2630,1.2630
41.8170,-17.6095,1.2513,1.2513
41.8820,-17.6745,1.2813,1.2813
41.9471,-17.7396,1.2513,1.2513
42.0121,-17.7396,1.2630,1.2630
42.0772,-17.8046,1.2513,1.2513
